Ques,Label
Did you have many guy friends in school?,1
What does it mean to be a woman to you?,1
Would you consider yourself a feminist?,1
Who is your favorite relative?,1
What’s the most “manly” thing about you?,1
Do you think a man should be the provider in a family?,1
How does the idea of giving birth sound to you?,1
Could you ever shave your head?,1
Do you have a diary?,1
Do you have a favorite movie franchise?,1
Do fish have dreams?,1
What if all humans lived underwater?,1
Big mugs or small cups?,1
What’s your craziest party story?,1
What’s the worst pizza topping?,1
What kind of stage name would you use?,1
"If you lived in a film universe, which one would you choose?",1
Scratching pimples – yes or no?,1
What’s the worst movie you’ve ever seen?,1
"Do you ever brew a coffee with no intention of drinking it and just let it sit there, being hot and smelling good?",1
Did you ever feel like you’d be best buddies with someone famous that you never even met?,1
"If you had to be eaten by an animal, which one would it be?",1
Did you have a crush on any of your school teachers?,1
What would you call your own restaurant and what would be on the menu?,1
Bacon: soft or crispy?,1
What’s your favorite youtube channel?,1
"If out of nowhere a good looking stranger suddenly attempted to kiss you somewhere out on the streets, what would you do?",1
"Do you wash dishes right after you eat, or do you pile them up?",1
Do you know anyone who still uses an old brick phone?,1
What’s the biggest meal you ever had?,1
"Do you know that feeling when one of your favorite products at the supermarket changes flavor, ingredients, packaging, and it’s just never the same?",1
What’s the worst joke you know?,1
What’s one thing you know that I definitely don’t?,1
What’s the most ridiculous thing you secretly believed at some point?,1
Do you know any movie sequels that are better than the original one?,1
Did you ever have a recurring dream?,1
"If you ever wrote a book, what genre would it be?",1
Which one of the popular conspiracy theories do you think makes the most sense?,1
"If our world was a simulation, would you prefer to know?",1
Is there good and evil?,1
Why do people binge on stuff?,1
What would the world be like without alcohol?,1
Are some people inherently bad?,1
What is true patriotism?,1
Do the ends always justify the means?,1
Does censorship solve the problem it’s trying to solve?,1
What do you think about the world’s cultures homogenizing?,1
Is there anything that’s legal today that should be criminalized?,1
What do you think about giving money to panhandlers?,1
"If humans ever reached immortality, how do you think they would view us, their mortal predecessors?",1
Do you think the older generation has missed out on not having social media?,1
What do you think pushes people towards extreme body modification?,1
What do you think of a policeman doing something illegal for the sake of arresting a known criminal?,1
"Would you like to experience something that no one else ever has, no matter how dangerous?",1
What’s the difference between a religion and a cult?,1
Is the convenience and safety of civilization worth the pollution that it causes?,1
Would you like to be absolutely perfect in every way possible,1
"Beyond the body and the mind, do you think that the soul can be damaged?",1
Do you think that judging people based on their looks makes sense?,1
How do you draw a line between discussing and gossiping?,1
Can a person truly appreciate a good life without going through something horrific first?,1
"First and foremost, is a dog a friend or a possession?",1
"If many of our momentary impulses lead us to bad places, why do they even exist?",1
"If everything would be predestined, is there any point in trying?",1
How do you think life would be right now if World War was won by the other side?,1
What’s your dream job?,1
Do you often get deja vu?,1
What’s more important than work?,1
What was your biggest addiction in life?,1
"Paper, e-books, or audio?",1
Do you plan far ahead?,1
Do you ever think about retirement and getting older?,1
Were you afraid of going to the dentist as a kid?,1
Which song would be like a window into your soul?,1
How’s your health?,1
What was the most intense physical pain you’ve ever experienced?,1
Is there any religion that appeals to you which you’re not a part of?,1
What’s your focus in life right now?,1
When was the last time you created something just for the fun of it?,1
Do you have any memories from kindergarten?,1
Have you ever wanted to hop on a random train and see where it gets you?,1
"As a kid, were you ever punished for doing exactly as you were told to?",1
"If someone you knew had a hygiene problem, how would you tell them?",1
Do you mind moving between apartments often?,1
Is there anything besides your phone that you always carry with you?,1
Do you think the music you listen to affects you on a subconscious level?,1
What’s the longest book you ever read?,1
Do you like carrying cash?,1
Do you think that inspiration plays an important role in your line of work?,1
What’s the most useful thing you learned at school?,1
Why do you think we are friends?,1
Do you know of any schoolmates that went to prison?,1
Is there anything wrong with our relationship?,1
What was your first love like?,1
How was your relationship with your siblings when you were young?,1
Were you ever betrayed by a friend?,1
Do you like using public transport?,1
How do you see me?,1
Do you often call your parents?,1
Did you ever bully anyone in school?,1
"If you had kids, what would you do differently from what your parents did?",1
Who do you think was the true villain in Breaking Bad (or some other tv-series/movie)?,1
"How did you come to love this genre of music so much, what’s your story?",1
Is there anything in my behavior that annoys you regularly?,1
What’s the most useful thing you’ve learned from your parents?,1
Which traditions of other cultures would you like to be more prominent in your own country?,1
Did you ever suspect you were adopted?,1
How do you go about making friends with someone?,1
Do you ever think in abstractions?,1
Could you share a room with me for a year?,1
Do you ever feel like you’re playing a character because of the clothes you’re wearing?,1
Do you like your mom’s cooking?,1
"When it came to choosing a career path, did you consider the jobs you dreamt of as a kid?",1
What disappoints you?,1
tell me about yourself?,1
Tell me what do you like the most?,1
tell how you ended with breakup?,1
tell the main reasons of you not been to school on monday?,1
tell me how do you got to know about my scereat?,1
tell me when we will have a party together?,1
tell me about the last night?,1
tell me that day what happened?,1
tell me should I get a new phone or not?,1
tell me were the the last people to enter the house?,1
tell me how perfectly can you play football?,1
tell me the essentail things you want from me?,1
How are you doing today?,1
What are your plans for the weekend?,1
How was your day at work/school?,1
Have you seen any good movies lately?,1
What's new with you?,1
How's your family?,1
What have you been up to lately?,1
What's your favorite hobby?,1
How's your job going?,1
What do you like to do for fun?,1
Have you traveled anywhere recently?,1
What's your favorite type of food?,1
Do you have any pets?,1
Have you tried any new restaurants lately?,1
What kind of music do you like?,1
Do you have any plans for the summer?,1
What's your favorite TV show?,1
What's your favorite sport to watch/play?,1
Do you have any exciting news to share?,1
Have you read any good books lately?,1
What are you currently reading/watching?,1
Have you learned any new skills lately?,1
What's your favorite type of exercise?,1
What's your favorite place to go for a walk or hike?,1
Do you have any upcoming events or trips planned?,1
Do you have any siblings?,1
What was the last concert you attended?,1
What's your favorite type of cuisine?,1
Have you been to any interesting places lately?,1
Do you have any interesting stories or experiences to share?,1
What's your favorite type of weather?,1
What's your favorite holiday and why?,1
What's your favorite type of outdoor activity?,1
What's your favorite type of indoor activity?,1
Do you have any favorite podcasts or radio shows?,1
Do you have any pets or want any pets?,1
What was the last movie you saw in the theater?,1
Do you have any favorite online resources or websites?,1
Do you have any favorite local places to visit or explore?,1
Have you taken any courses or classes lately?,1
Do you have any favorite quotes or sayings?,1
What's your favorite type of art?,1
What's your favorite type of fashion or clothing style?,1
Do you have any favorite museums or galleries?,1
Do you have any favorite public spaces or parks?,1
"Do you have any favorite books, movies, or TV shows from your childhood?",1
Do you have any favorite sports teams?,1
What's your favorite type of dance or music to dance to?,1
What's your favorite type of leisure activity?,1
Do you have any favorite board games or video games?,1
What's your favorite type of weather?,1
What's your favorite holiday and why?,1
What kind of outdoor activity do you enjoy the most?,1
Are there any indoor activities you like doing?,1
What podcasts or radio shows do you listen to?,1
Are you a pet person? Do you have any pets?,1
Can you tell me about the last movie you saw in the theater?,1
What websites or online resources do you use regularly?,1
Where do you like to go for local adventures or exploration?,1
Have you taken any interesting courses or classes lately?,1
What quotes or sayings do you find inspiring?,1
What type of art do you appreciate the most?,1
What's your preferred fashion or clothing style?,1
Have you been to any interesting museums or galleries lately?,1
What public spaces or parks do you enjoy visiting?,1
"Can you recall any favorite books, movies, or TV shows from your childhood?",1
What sports teams do you support?,1
What kind of dance or music do you enjoy the most?,1
What's your favorite type of leisure activity?,1
Are you into board games or video games?,1
